20210109145256402	  328  261     21     40    631
20210109145256634	  329  261     23     40    629
20210109145256667	  329  261     23     40    630
20210109145256700	  328  261     21     40    630
20210109145256799	  330  260     25     38    629
20210109145256865	  329  262     23     41    629
20210109145257029	  329  259     23     36    629
20210109145257128	  328  261     21     40    630
20210109145257194	  328  261     21     40    630
20210109145257293	  328  261     21     40    630
20210109145257359	  330  260     25     38    628
20210109145257490	  329  260     23     38    630
20210109145257555	  328  261     21     40    630
20210109145257621	  328  261     21     40    630
20210109145257719	  329  261     23     40    630
20210109145257784	  329  261     23     40    629
20210109145257849	  329  261     23     40    629
20210109145257914	  329  261     23     40    629
20210109145258011	  330  261     25     40    629
20210109145258076	  330  261     25     40    629
20210109145258173	  330  262     25     41    629
20210109145258239	  330  260     27     42    692
20210109145258339	  329  261     23     40    630
20210109145258406	  329  261     23     40    629
20210109145258506	  329  261     23     40    629
20210109145258572	  329  262     23     41    629
20210109145258672	  329  261     23     40    628
20210109145258772	  329  261     23     40    628
20210109145258839	  330  262     25     41    630
20210109145258906	  330  262     25     41    630
20210109145259005	  329  261     23     40    630
20210109145259072	  330  260     25     38    629
20210109145259172	  329  261     23     40    629
20210109145259239	  330  262     25     41    629
20210109145259338	  330  260     25     38    628
20210109145259438	  328  262     21     41    630
20210109145259505	  329  261     23     40    630
20210109145259604	  329  261     23     40    629
20210109145259671	  330  260     25     38    629
20210109145259771	  329  262     23     41    629
20210109145259904	  329  261     23     40    629
20210109145259970	  329  261     23     40    628
20210109145300070	  330  263     25     43    628
20210109145300136	  329  261     23     40    630
20210109145300236	  329  261     23     40    629
20210109145300336	  329  261     23     40    629
20210109145300436	  330  262     25     41    627
20210109145300536	  329  261     23     40    629
20210109145300603	  330  262     25     41    628
20210109145300703	  329  261     23     40    629
20210109145300803	  329  261     23     40    628
20210109145300836	  329  261     23     40    628
20210109145300970	  330  260     25     38    628
20210109145301304	  330  260     25     38    628
20210109145301405	  329  261     23     40    628
20210109145301505	  328  261     21     40    629
20210109145301606	  329  261     23     40    628
20210109145301673	  329  262     23     41    630
20210109145301773	  329  261     23     40    628
20210109145301874	  330  262     25     41    629
20210109145301975	  330  262     24     41    627
20210109145302042	  329  261     23     40    629
20210109145302109	  328  262     21     41    629
20210109145302142	  328  261     21     40    629
20210109145302209	  329  261     23     40    628
20210109145302309	  329  261     23     40    628
20210109145302376	  330  260     24     38    627
20210109145302410	  330  260     25     38    629
20210109145302443	  330  262     25     41    628
20210109145302510	  330  262     25     41    628
20210109145302543	  329  261     23     40    629
20210109145302576	  329  261     23     40    628
20210109145302643	  329  261     23     40    629
20210109145302843	  329  261     23     40    628
20210109145303043	  330  262     25     41    628
20210109145303210	  330  260     25     38    629
20210109145303410	  329  261     23     40    630
20210109145303577	  328  262     21     41    630
20210109145303744	  329  261     23     40    629
20210109145303844	  328  262     21     41    629
20210109145303944	  330  260     25     38    629
20210109145304010	  329  261     23     40    628
20210109145304110	  330  262     25     41    628
20210109145304210	  330  260     25     38    628
20210109145304310	  329  261     23     40    629
20210109145304377	  329  261     23     40    629
20210109145304477	  329  261     23     40    629
20210109145304577	  330  261     25     40    628
20210109145304677	  329  261     23     40    630
20210109145304777	  329  261     23     40    630
20210109145304877	  329  261     23     40    629
20210109145304977	  329  261     23     40    630
20210109145305077	  329  261     23     40    628
20210109145305177	  329  261     23     40    629
20210109145305244	  330  260     25     38    629
20210109145305344	  329  261     23     40    630
20210109145305444	  329  261     23     40    629
20210109145305544	  330  262     25     41    629
20210109145305611	  329  261     23     40    629
20210109145305711	  330  260     25     38    629
20210109145305811	  329  261     23     40    630
20210109145305911	  329  261     23     40    630
20210109145306011	  329  261     23     40    630
20210109145306111	  329  261     23     40    630
20210109145306211	  330  261     25     40    629
20210109145306311	  330  262     25     41    629
20210109145306378	  329  261     23     40    630
20210109145306444	  329  261     23     40    629
20210109145306478	  330  260     25     38    630
20210109145306544	  329  261     23     40    629
20210109145306644	  330  262     25     41    628
20210109145306678	  330  262     25     41    628
20210109145306778	  329  261     23     40    629
20210109145306811	  329  261     23     40    629
20210109145306844	  329  261     23     40    629
20210109145306944	  329  261     23     40    629
20210109145306978	  330  260     25     38    629
20210109145307178	  329  261     23     40    628
20210109145307378	  329  261     23     40    629
20210109145307578	  329  261     23     40    629
20210109145307711	  329  261     23     40    629
20210109145307811	  329  261     23     40    629
20210109145307911	  329  261     23     40    629
20210109145308011	  329  261     23     40    629
20210109145308078	  330  260     25     38    629
20210109145308211	  329  261     23     40    629
20210109145308278	  329  262     23     41    630
20210109145308378	  329  261     23     40    629
20210109145308411	  329  261     23     40    631
20210109145308545	  329  261     23     40    630
20210109145308678	  330  262     25     41    628
20210109145308778	  329  261     23     40    629
20210109145308878	  329  261     23     40    630
20210109145308945	  330  262     25     41    629
20210109145309045	  330  262     25     41    629
20210109145309145	  330  262     25     41    629
20210109145309245	  329  261     23     40    629
20210109145309345	  330  260     25     38    629
20210109145309412	  329  262     23     41    630
20210109145309512	  329  261     23     40    630
20210109145309612	  329  261     23     40    630
20210109145309712	  329  261     23     40    630
20210109145309778	  330  260     25     38    629
20210109145309912	  329  262     23     41    628
20210109145310012	  330  260     25     38    629
20210109145310112	  329  261     23     40    631
20210109145310179	  329  261     23     40    631
20210109145310279	  329  261     23     40    630
20210109145310379	  329  261     23     40    630
20210109145310479	  329  261     23     40    631
20210109145310579	  330  260     25     38    630
20210109145310612	  330  260     25     38    630
20210109145310679	  329  261     23     40    630
20210109145310745	  329  261     23     40    631
20210109145310779	  329  261     23     40    632
20210109145310879	  329  261     23     40    630
20210109145310912	  329  261     23     40    630
20210109145310945	  329  261     23     40    630
20210109145310979	  330  260     25     38    631
20210109145311012	  332  251     34     27    755
20210109145311012	  329  261     23     40    631
20210109145311045	  329  261     23     40    631
20210109145311145	  330  260     25     38    630
20210109145311179	  329  261     23     40    631
20210109145311346	  329  261     23     40    636
20210109145311546	  325  266     17     49    642
20210109145311746	  322  268     12     53    650
20210109145311946	  320  268      8     54    657
20210109145312146	  318  269      5     56    663
20210109145312146	  319  270      7     58    665
20210109145312212	  318  270      5     58    667
20210109145312279	  318  270      5     58    668
20210109145312379	  318  270      5     58    667
20210109145312579	  316  270      1     59    672
20210109145312779	  317  271      2     61    676
20210109145313146	  316  272      2     63    681
20210109145313213	  315  273      0     65    683
20210109145313313	  316  272      2     63    684
20210109145313346	  316  272      1     63    683
20210109145313379	  315  272      0     63    684
20210109145313413	  314  272     -1     63    684
20210109145313446	  314  272     -1     63    683
20210109145313846	  315  273      0     65    687
20210109145314080	  316  273      2     65    687
20210109145314146	  317  273      2     65    689
20210109145314246	  315  272      0     63    686
20210109145314346	  317  272      2     64    686
20210109145314413	  315  272      0     63    687
20210109145314513	  315  273      0     65    690
20210109145314546	  314  274     -1     67    690
20210109145314580	  315  273      0     66    690
20210109145314713	  315  273      0     65    690
20210109145314913	  315  273      0     66    692
20210109145315013	  314  273     -1     66    690
20210109145315113	  314  273     -1     66    695
20210109145315213	  314  273     -1     66    694
20210109145315280	  314  273     -1     66    694
20210109145315380	  315  273      0     65    688
20210109145315480	  314  273     -1     66    691
20210109145315580	  315  273      0     66    692
20210109145315647	  315  273      0     66    692
20210109145315880	  319  272      6     63    685
20210109145315913	  320  272      8     63    683
20210109145316013	  320  272      9     63    682
20210109145316080	  320  272      9     63    683
20210109145316147	  321  273     11     65    685
20210109145316380	  320  272      9     63    684
20210109145316547	  320  272      9     63    684
20210109145316647	  320  272      9     63    681
20210109145316713	  320  272      9     63    683
20210109145316814	  320  272      9     63    685
20210109145316914	  321  272     11     63    683
20210109145317014	  321  271     10     61    681
20210109145317080	  321  272     10     63    684
20210109145317180	  321  272     10     63    682
20210109145317280	  321  272     11     63    684
20210109145317414	  321  272     10     63    683
20210109145317480	  319  273      7     65    685
20210109145317514	  321  272     11     63    685
20210109145317580	  321  273     10     65    682
20210109145317647	  320  272      9     63    680
20210109145317714	  321  272     11     63    683
20210109145317814	  319  272      7     63    683
20210109145317914	  320  272      9     63    685
20210109145318114	  320  272      9     63    682
20210109145318247	  320  272      9     63    685
20210109145318347	  321  272     11     63    684
20210109145318414	  322  271     12     61    681
20210109145318447	  323  271     13     61    677
20210109145318581	  325  270     17     58    672
20210109145318614	  326  269     19     57    671
20210109145318647	  326  269     19     57    671
20210109145318847	  327  269     21     56    668
20210109145319014	  327  269     21     56    670
20210109145319114	  326  269     19     57    670
20210109145319181	  326  269     19     57    672
20210109145319281	  326  269     19     56    669
20210109145319381	  327  269     21     57    670
20210109145319481	  327  269     21     56    669
20210109145319581	  327  268     21     55    670
20210109145319648	  327  269     21     56    667
20210109145319748	  328  268     23     55    669
20210109145319881	  328  268     23     54    666
20210109145319914	  327  269     21     56    669
20210109145320114	  328  269     23     56    669
20210109145320214	  328  268     23     55    668
20210109145320281	  328  268     23     55    668
20210109145320381	  327  268     21     55    668
20210109145320481	  328  268     23     55    667
20210109145320514	  328  268     23     54    666
20210109145320614	  328  268     22     54    665
20210109145320748	  327  268     21     54    664
20210109145320848	  328  268     23     54    665
20210109145320948	  328  268     22     54    663
20210109145321081	  330  266     26     51    663
20210109145321148	  332  265     29     48    657
20210109145321248	  335  264     34     47    654
20210109145321348	  335  264     34     47    656
20210109145321448	  335  264     34     47    654
20210109145321515	  335  264     34     47    655
20210109145321615	  335  262     34     43    656
20210109145321715	  334  263     32     45    653
20210109145321815	  336  263     36     45    653
20210109145321915	  334  263     32     45    652
20210109145321981	  335  263     34     45    651
20210109145322082	  335  262     34     43    652
20210109145322182	  335  264     34     46    653
20210109145322315	  336  263     36     45    653
20210109145322382	  336  263     36     45    651
20210109145322482	  335  262     34     43    653
20210109145322615	  336  263     36     45    653
20210109145322648	  335  262     34     43    651
20210109145322715	  336  262     36     43    651
20210109145322848	  335  262     34     43    652
20210109145322948	  335  262     34     43    651
20210109145323015	  336  261     36     41    653
20210109145323148	  337  262     37     43    651
20210109145323249	  336  261     36     41    650
20210109145323349	  338  262     39     43    651
20210109145323449	  336  261     36     41    653
20210109145323582	  337  262     37     43    650
20210109145323649	  338  260     39     39    645
20210109145323749	  341  257     44     34    642
20210109145323849	  343  255     47     30    641
